_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2429140,4154694,2017,2017,1961,PRIVATE,06,York Centre,569 SHEPPARD AVE W,13,144,2017-10-12,67,Evaluation needs to be conducted in 2 years,18,4,3,3,4,3,3,3,3,3,N/A,3,3,5,3,4,4,3,3,3,N/A,N0630,43.7553047616,-79.436948304,309861.967,4845928.563
2429141,4154727,2017,2017,1968,PRIVATE,18,Willowdale,5 TANGREEN CRT,18,214,2017-10-12,58,Evaluation needs to be conducted in 1 year,19,4,2,3,3,3,4,2,2,4,2,3,3,4,2,2,3,3,4,2,N/A,N1822,43.796156565,-79.425260494,310798.795,4850468.83
2429142,4154726,2017,2017,1968,PRIVATE,18,Willowdale,15 TANGREEN CRT,18,214,2017-10-12,60,Evaluation needs to be conducted in 1 year,19,3,2,4,3,3,4,2,2,3,3,3,3,4,3,2,2,3,5,3,N/A,N1822,43.79522866,-79.425192074,310804.393,4850365.749
2429143,4155410,2017,2017,1962,PRIVATE,02,Etobicoke Centre,416 THE WESTWAY,9,103,2017-10-12,54,Evaluation needs to be conducted in 1 year,18,3,3,4,2,2,3,2,3,5,N/A,2,2,3,2,3,2,4,2,2,N/A,W0221,43.6840527547,-79.565694704,299487.999,4838013.037
2429144,4153188,2017,2017,1961,PRIVATE,11,University-Rosedale,40 WALMER RD,4,33,2017-10-12,59,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,N/A,3,3,N/A,S1126,43.668763043,-79.406936141,312289.108,4836317.377
2429145,4221313,2017,2017,1920,PRIVATE,11,University-Rosedale,110 WALMER RD,4,10,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,2,3,3,N/A,4,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,S1126,43.6714919471,-79.4073443984,312256.124,4836619.554
2429146,4154150,2017,2017,1964,PRIVATE,15,Don Valley West,35 THORNCLIFFE PARK DR,18,287,2017-10-12,73,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,3,4,4,N/A,3,4,5,3,4,3,3,3,3,N/A,N1533,43.701969776,-79.345105079,317268.55,4840013.953
2429147,4154448,2017,2017,1959,PRIVATE,06,York Centre,18 SEELEY DR,5,99,2017-10-12,79,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,4,4,4,N/A,4,3,5,4,4,4,N/A,4,4,N/A,N0627,43.74138175,-79.4943018831,305243.523,4844379.888
2429148,4154446,2017,2017,1959,PRIVATE,06,York Centre,27 SEELEY DR,5,71,2017-10-12,80,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,N0627,43.7411213027,-79.4918224235,305443.231,4844350.972
2429149,4155176,2017,2017,1968,PRIVATE,05,York South-Weston,200 WOOLNER AVE,16,304,2017-10-12,61,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,2,3,N/A,3,3,3,4,3,3,3,4,3,N/A,W0539,43.6728637523,-79.4916650817,305456.466,4836767.943
2429150,4155177,2017,2017,1968,PRIVATE,05,York South-Weston,210 WOOLNER AVE,9,188,2017-10-12,60,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,3,3,N/A,2,3,3,3,4,3,3,3,3,N/A,W0539,43.6724874723,-79.4924156199,305395.95,4836726.135
2429151,4155361,2017,2017,1962,PRIVATE,02,Etobicoke Centre,51-67 WATERFORD DR,8,29,2017-10-12,67,Evaluation needs to be conducted in 2 years,19,3,3,3,4,4,3,3,3,4,3,4,4,5,3,4,3,2,3,3,N/A,W0222,43.6809406859,-79.5408629511,301489.738,4837666.164
2429152,4153154,2017,2017,1940,PRIVATE,09,Davenport,19-21 RUSHOLME RD,3,11,2017-10-12,59,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,N/A,2,3,N/A,S0934,43.650137633,-79.426725646,310695.116,4834246.595
2429153,4231973,2017,2017,1960,PRIVATE,06,York Centre,1 CANYON AVE,18,202,2017-10-12,58,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,2,3,N/A,3,3,2,3,3,3,3,3,3,N/A,N0624,43.7565096904,-79.4367503453,309877.805,4846062.436
2429154,4154698,2017,2017,1962,PRIVATE,06,York Centre,15 CANYON AVE,21,117,2017-10-12,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,3,3,3,N/A,3,3,5,3,4,4,4,3,3,N/A,N0624,43.757154574,-79.436224864,NA,NA
2429155,4168793,2017,2017,1962,PRIVATE,06,York Centre,25 CANYON AVE,21,117,2017-10-12,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,4,4,4,3,3,N/A,N0624,43.757154574,-79.436224864,NA,NA
2429156,4153014,2017,2017,1930,PRIVATE,04,Parkdale-High Park,122 DOWLING AVE,5,27,2017-10-12,65,Evaluation needs to be conducted in 1 year,15,4,3,3,3,3,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,3,3,N/A,S0436,43.6367650301,-79.4389483513,309710.453,4832759.28
2429157,4153013,2017,2017,1973,PRIVATE,04,Parkdale-High Park,146 DOWLING AVE,7,68,2017-10-12,58,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,2,N/A,3,2,3,3,2,5,3,3,3,3,3,3,N/A,S0436,43.6375473099,-79.4394028974,309673.714,4832846.159
2429158,4154938,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,39 RAGLAN AVE,9,101,2017-10-12,68,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,2,4,3,4,4,3,3,5,4,3,3,4,4,2,N/A,S1229,43.6847829305,-79.4199516911,311238.08,4838095.101
2429159,4154963,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2017-10-12,56,Evaluation needs to be conducted in 1 year,18,3,3,4,1,3,2,N/A,3,3,2,1,2,5,3,3,3,3,3,3,N/A,S1229,43.684203196,-79.4203922096,311202.622,4838030.657
2429160,4155349,2017,2017,1969,PRIVATE,02,Etobicoke Centre,500 SCARLETT RD,14,129,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,4,4,3,3,3,4,N/A,3,3,5,2,3,3,3,2,3,3,W0230,43.6857584584,-79.5133729757,303706.277,4838200.637
2429161,4154960,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2017-10-12,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,4,4,4,N/A,4,4,4,4,4,4,4,4,4,N/A,S1229,43.6854489,-79.4209261641,311159.446,4838169.018
2429162,4155355,2017,2017,1962,PRIVATE,02,Etobicoke Centre,24 DIXINGTON CRES,6,63,2017-10-12,66,Evaluation needs to be conducted in 2 years,17,3,3,3,4,3,4,N/A,3,3,N/A,3,3,5,3,4,3,3,3,3,N/A,W0223,43.6964501816,-79.54293365,301323.708,4839389.287
2429163,4155369,2017,2017,1964,PRIVATE,02,Etobicoke Centre,263 DIXON RD,15,171,2017-10-12,67,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,3,3,2,4,N/A,3,3,4,3,3,3,5,4,3,4,W0222,43.695514613,-79.547766738,300931.879,4839262.038
2429164,4155368,2017,2017,1967,PRIVATE,02,Etobicoke Centre,265 DIXON RD,16,181,2017-10-12,71,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,3,3,5,N/A,3,3,5,3,3,3,5,3,3,4,W0222,43.695934451,-79.548620626,300843.439,4839394.946
2429165,4253010,2017,2017,2007,SOCIAL HOUSING,09,Davenport,46 DELAWARE AVE,3,14,2017-10-12,65,Evaluation needs to be conducted in 1 year,16,3,3,3,3,4,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,3,4,S0935,43.6555781953,-79.4261372722,310742.296,4834850.132
2429166,4153095,2017,2017,1930,PRIVATE,09,Davenport,220 DELAWARE AVE,4,16,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,2,N/A,S0932,43.6621204502,-79.4285552093,310546.616,4835576.772
2429167,4154715,2017,2017,1996,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2017-10-12,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,3,3,N/A,3,3,5,4,3,3,4,5,3,4,N1822,43.7863368671,-79.4188830465,311313.334,4849377.413
2429168,4154560,2017,2017,1954,PRIVATE,08,Eglinton-Lawrence,3 DREXEL RD,3,26,2017-10-12,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,4,N/A,3,N/A,3,3,3,5,3,3,3,N/A,3,3,N/A,N0823,43.721948279,-79.433346456,310154.683,4842224.03
2429169,4153781,2017,2017,1963,PRIVATE,12,Toronto-St. Paul's,44 DUNFIELD AVE,15,162,2017-10-12,71,Evaluation needs to be conducted in 2 years,18,4,2,4,3,4,4,4,3,4,4,3,4,3,4,3,4,N/A,3,4,N/A,S1228,43.705600128,-79.395221028,313228.789,4840411.062
2429170,4155202,2017,2017,1990,SOCIAL HOUSING,04,Parkdale-High Park,4049 DUNDAS ST W,12,208,2017-10-12,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,3,3,N/A,3,4,5,3,4,4,3,4,4,4,S0421,43.6634553526,-79.5037202734,304484.24,4835722.738
2429171,4154772,2017,2017,1989,SOCIAL HOUSING,16,Don Valley East,7 THE DONWAY E,4,70,2017-10-12,75,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,4,4,3,N/A,3,3,5,4,4,4,4,3,4,4,N1627,43.7332472948,-79.3395613564,317708.903,4843488.607
2429172,4153077,2017,2017,1966,PRIVATE,09,Davenport,128 SHERIDAN AVE,7,68,2017-10-12,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,N/A,4,3,N/A,3,3,5,4,3,3,3,3,3,N/A,S0933,43.6504598567,-79.434253526,310088.069,4834280.957
2429173,4154402,2017,2017,1964,PRIVATE,06,York Centre,2219 JANE ST,3,12,2017-10-12,65,Evaluation needs to be conducted in 1 year,15,4,3,3,3,2,3,N/A,3,N/A,N/A,3,3,4,4,4,4,N/A,3,3,N/A,N0627,43.7235999669,-79.5089221535,304065.665,4842404.48
2429174,4154403,2017,2017,1964,PRIVATE,06,York Centre,2221 JANE ST,3,12,2017-10-12,63,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,3,N/A,3,N/A,N/A,3,3,5,3,2,4,N/A,2,4,N/A,N0627,43.7238402109,-79.5089780536,304061.165,4842431.169
2429175,4154435,2017,2017,1968,PRIVATE,06,York Centre,2415 JANE ST,20,158,2017-10-12,74,Evaluation needs to be conducted in 2 years,20,4,4,4,3,3,4,4,4,4,3,2,4,5,4,4,4,3,4,4,3,N0627,43.730739234,-79.5101143614,303969.752,4843197.602
2429176,4154224,2017,2017,1960,PRIVATE,07,Humber River-Black Creek,2600 JANE ST,13,115,2017-10-12,75,Evaluation needs to be conducted in 2 years,17,5,5,5,4,N/A,4,4,3,4,N/A,3,4,3,3,4,4,2,4,3,N/A,W0729,43.7405750446,-79.5143347224,303629.973,4844290.36
2429177,4154434,2017,2017,1968,PRIVATE,06,York Centre,195 EXBURY RD,20,159,2017-10-12,72,Evaluation needs to be conducted in 2 years,20,4,4,3,3,3,4,3,3,3,3,3,4,5,4,4,4,4,4,3,4,N0627,43.730125607,-79.509778711,303996.516,4843130.381
2429178,4153532,2017,2017,1965,PRIVATE,13,Toronto Centre,55 ISABELLA ST,12,82,2017-10-12,73,Evaluation needs to be conducted in 2 years,17,4,4,4,3,N/A,3,3,3,4,N/A,4,4,5,4,4,4,3,4,2,N/A,S1322,43.667777746,-79.383098557,314211.655,4836210.379
2429179,4153533,2017,2017,1963,PRIVATE,13,Toronto Centre,59 ISABELLA ST,14,101,2017-10-12,64,Evaluation needs to be conducted in 1 year,18,4,4,4,3,3,4,3,3,3,N/A,3,4,3,2,3,3,3,3,3,N/A,S1322,43.667962528,-79.382564773,314254.674,4836230.967
2429180,4156737,2017,2017,1951,PRIVATE,03,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,3,4,3,3,3,N/A,3,4,N/A,W0335,43.601468456,-79.505848789,304311.906,4828837.276
2429181,4156738,2017,2017,1951,PRIVATE,03,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,3,N/A,W0335,43.602358477,-79.506187032,304284.602,4828936.156
2429182,4154229,2017,2017,1968,PRIVATE,07,Humber River-Black Creek,2770 JANE ST,4,144,2017-10-12,70,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,4,3,4,3,N/A,2,4,5,3,3,4,4,3,5,N/A,W0729,43.7474006174,-79.5159466744,303500.287,4845048.686
2429183,4153531,2017,2017,1975,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2017-10-12,61,Evaluation needs to be conducted in 1 year,19,4,3,4,2,3,3,3,3,3,N/A,3,2,4,3,3,4,3,3,3,2,S1322,43.667643942,-79.383679432,314164.83,4836195.449
2429184,4154172,2017,2017,1960,PRIVATE,15,Don Valley West,2 GRANDSTAND PL,6,60,2017-10-12,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,3,4,3,4,N/A,4,4,5,3,4,4,3,4,3,N/A,N1533,43.7038982085,-79.3462344474,317177.385,4840227.066
2429185,4233372,2017,2017,1975,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2017-10-12,77,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,4,4,4,4,4,3,3,5,4,4,4,N/A,4,4,N/A,S1228,43.7049414095,-79.3965572814,313121.445,4840336.79
2429186,4156296,2017,2017,1963,PRIVATE,12,Toronto-St. Paul's,33 HOLLY ST,14,162,2017-10-12,71,Evaluation needs to be conducted in 2 years,17,4,2,3,3,4,4,4,3,4,N/A,4,4,3,4,3,4,N/A,3,4,N/A,S1228,NA,NA,313151.623,4840442.969
2429187,4153779,2017,2017,1993,SOCIAL HOUSING,12,Toronto-St. Paul's,78 HOLLY ST,16,127,2017-10-12,72,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,4,4,4,3,N/A,3,4,3,4,4,4,3,3,3,4,S1228,43.7063503756,-79.3969151981,313092.405,4840493.291
2429188,4155121,2017,2017,1982,SOCIAL HOUSING,05,York South-Weston,15 OXFORD DR,10,174,2017-10-12,69,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,3,4,3,3,N/A,3,4,5,4,3,3,3,4,3,4,W0531,43.688879712,-79.491260721,305481.516,4838552.325
2429189,4154069,2017,2017,1960,PRIVATE,19,Beaches-East York,970 O'CONNOR DR,6,56,2017-10-11,72,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,2,4,3,4,3,4,4,5,4,3,3,3,3,3,N/A,S1921,43.7085449111,-79.3110644083,320010.786,4840749.181
2429190,4154701,2017,2017,1967,PRIVATE,18,Willowdale,325 BOGERT AVE,6,418,2017-10-11,79,Evaluation needs to be conducted in 2 years,19,4,3,5,4,5,4,3,4,4,N/A,3,4,5,4,4,3,4,5,3,4,N1827,43.757066149,-79.426922307,310668.885,4846125.843
2429191,4154553,2017,2017,1984,SOCIAL HOUSING,08,Eglinton-Lawrence,3270 BATHURST ST,8,160,2017-10-11,68,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,3,3,2,4,N/A,3,3,5,3,3,3,N/A,3,3,4,N0823,43.7242397446,-79.4314621221,310306.569,4842477.78
2429192,4154710,2017,2017,1959,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2017-10-11,74,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,N/A,2,5,N/A,4,3,5,3,4,4,3,5,3,N/A,N1822,43.7746707581,-79.4407135856,309557.229,4848079.829
2429193,4155070,2017,2017,1960,PRIVATE,09,Davenport,502 GILBERT AVE,3,23,2017-10-11,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,N/A,3,N/A,N/A,3,3,5,3,3,4,N/A,3,3,N/A,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
2429194,4155071,2017,2017,1960,PRIVATE,09,Davenport,500 GILBERT AVE,3,29,2017-10-11,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,4,N/A,3,3,3,5,3,3,4,N/A,3,3,N/A,S0921,43.6918123311,-79.4635662158,307721.469,4838873.59
2429195,4154046,2017,2017,1968,SOCIAL HOUSING,19,Beaches-East York,7 GLENBURN AVE,6,55,2017-10-11,76,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,5,3,4,5,4,4,4,5,3,4,2,3,2,5,4,S1927,43.706859873,-79.2970745294,321138.676,4840564.587
2429196,4154047,2017,2017,1962,PRIVATE,19,Beaches-East York,11 GLENBURN AVE,6,58,2017-10-11,70,Evaluation needs to be conducted in 2 years,18,3,4,4,3,2,3,N/A,3,5,3,4,3,5,4,3,4,4,3,3,N/A,S1927,43.7071746852,-79.2972112317,321127.574,4840599.535
2429197,4153492,2017,2017,1928,PRIVATE,13,Toronto Centre,58 MAITLAND ST,4,45,2017-10-11,68,Evaluation needs to be conducted in 2 years,15,3,3,3,3,3,2,N/A,4,N/A,N/A,3,3,5,3,4,4,N/A,4,4,N/A,S1326,43.664834954,-79.3811923705,314366.112,4835882.717
2429198,4153501,2017,2017,1965,PRIVATE,13,Toronto Centre,100 MAITLAND ST,18,102,2017-10-11,68,Evaluation needs to be conducted in 2 years,16,4,4,4,2,N/A,3,N/A,3,4,N/A,3,3,4,4,3,3,4,4,2,N/A,S1326,43.6650800354,-79.3796817748,314487.904,4835910.112
2429199,4155500,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2017-10-11,63,Evaluation needs to be conducted in 1 year,15,3,4,3,3,3,2,N/A,3,N/A,N/A,3,3,5,4,3,3,N/A,3,2,N/A,W0336,43.6101831739,-79.4899009077,305599.525,4829804.528
2429200,4156027,2017,2017,1910,PRIVATE,03,Etobicoke-Lakeshore,2523 LAKE SHORE BLVD W,3,10,2017-10-11,64,Evaluation needs to be conducted in 1 year,14,3,4,3,3,N/A,2,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,4,N/A,W0336,43.6102058206,-79.4892486213,305652.179,4829807.05
2429201,4156108,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2525 LAKE SHORE BLVD W,3,34,2017-10-11,67,Evaluation needs to be conducted in 2 years,15,3,3,3,3,3,4,N/A,3,N/A,N/A,4,4,5,3,3,3,N/A,3,3,N/A,W0336,43.6103321169,-79.4890126716,305671.224,4829821.083
2429202,4153487,2017,2017,1923,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2017-10-11,63,Evaluation needs to be conducted in 1 year,14,3,3,3,2,N/A,3,N/A,4,N/A,N/A,3,4,3,3,3,3,N/A,4,3,N/A,S1326,43.663884679,-79.382638254,314249.384,4835777.947
2429203,4154383,2017,2017,1970,PRIVATE,06,York Centre,1265 WILSON AVE,4,61,2017-10-11,74,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,4,4,3,3,N/A,4,4,5,4,3,4,3,4,3,N/A,N0631,43.723806203,-79.492097765,305420.909,4842428.319
2429204,4154382,2017,2017,1968,PRIVATE,06,York Centre,1277 WILSON AVE,4,80,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,4,3,4,2,4,4,2,3,3,3,3,3,5,3,3,3,2,3,3,N/A,N0631,43.723649067,-79.492914942,305355.071,4842410.858
2429205,4154406,2017,2017,1968,PRIVATE,06,York Centre,1330 WILSON AVE,4,27,2017-10-11,76,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,N/A,4,4,N/A,4,4,5,4,3,4,3,4,4,N/A,N0627,43.7237259106,-79.4964873022,305067.523,4842418.431
2429206,4154393,2017,2017,1958,PRIVATE,06,York Centre,1395 WILSON AVE,4,35,2017-10-11,77,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,3,4,N/A,3,4,4,5,4,4,4,4,4,3,N/A,N0631,43.7215142394,-79.5008149928,304718.854,4842172.729
2429207,4154863,2017,2017,1956,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,2017-10-11,64,Evaluation needs to be conducted in 1 year,17,3,2,4,3,3,3,N/A,3,3,N/A,3,3,5,3,2,4,4,3,3,N/A,N1628,43.7295535678,-79.3051792736,320479.575,4843084.207
2429208,4154547,2017,2017,1955,PRIVATE,08,Eglinton-Lawrence,35 WASDALE CRES,3,10,2017-10-11,56,Evaluation needs to be conducted in 1 year,16,3,2,2,3,4,2,N/A,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N0823,43.7307226236,-79.434896794,310029.266,4843197.77
2429209,4155499,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2017-10-11,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,N/A,3,3,5,3,3,3,4,3,3,N/A,W0336,43.6100510941,-79.4881859662,305737.962,4829789.871
2429210,4155498,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2017-10-11,62,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,2,N/A,3,3,N/A,3,3,5,3,4,3,3,3,3,N/A,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
2429211,4155497,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2017-10-11,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,N/A,3,3,5,4,3,3,4,3,3,N/A,W0336,43.6096967981,-79.4880818409,305746.372,4829750.512
2429212,4155496,2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2543 LAKE SHORE BLVD W,3,55,2017-10-11,66,Evaluation needs to be conducted in 2 years,16,3,4,3,4,3,2,N/A,3,N/A,N/A,4,4,5,3,3,3,N/A,4,2,3,W0336,43.6095054646,-79.4897087235,305615.046,4829729.24
2429213,4154717,2017,2017,1970,PRIVATE,18,Willowdale,5754 YONGE ST,12,118,2017-10-11,58,Evaluation needs to be conducted in 1 year,18,3,2,3,2,3,2,2,2,4,N/A,2,2,3,3,3,3,5,5,3,N/A,N1822,43.7833043666,-79.4169610775,311468.369,4849040.654
2429214,4152703,2017,2017,1968,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2017-10-11,73,Evaluation needs to be conducted in 2 years,18,4,4,4,2,4,4,3,4,4,N/A,3,4,5,4,3,3,4,4,3,N/A,E2133,43.7475535553,-79.282547131,322297.586,4845088.397
2429215,4153340,2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,345 ST CLAIR AVE W,4,15,2017-10-11,71,Evaluation needs to be conducted in 2 years,15,3,3,4,2,3,4,N/A,4,N/A,N/A,3,3,5,4,4,3,N/A,4,4,N/A,S1236,43.6842405143,-79.4116176413,311910.078,4838035.533
2429216,4153342,2017,2017,1969,PRIVATE,12,Toronto-St. Paul's,355 ST CLAIR AVE W,24,168,2017-10-11,87,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,S1236,43.6839008332,-79.4127883698,311815.717,4837997.694
2429217,4154695,2017,2017,1966,PRIVATE,06,York Centre,555 SHEPPARD AVE W,12,112,2017-10-11,64,Evaluation needs to be conducted in 1 year,19,4,3,4,3,4,4,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,N0630,43.755642859,-79.4356157794,309969.237,4845966.2
2429218,4154067,2017,2017,1960,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2017-10-11,65,Evaluation needs to be conducted in 1 year,17,3,3,2,2,3,4,N/A,5,N/A,3,3,3,5,3,3,4,4,2,3,N/A,S1924,43.707880094,-79.302844655,320715.28,4840691.633
2429219,4154063,2017,2017,1956,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2017-10-11,63,Evaluation needs to be conducted in 1 year,16,3,4,4,2,3,2,N/A,4,N/A,N/A,2,2,5,4,3,2,4,3,3,N/A,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
2429220,4155064,2017,2017,1960,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,2017-10-11,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,5,4,4,4,N/A,4,3,N/A,S0922,43.6929377292,-79.454744586,308432.533,4838998.971
2429221,4153524,2017,2017,1993,SOCIAL HOUSING,13,Toronto Centre,50 EARL ST,4,22,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,2,4,4,3,3,3,3,3,4,N/A,3,2,4,4,2,3,4,4,3,2,S1322,43.668855304,-79.375727382,314805.933,4836330.929
2429222,4153208,2017,2017,1960,PRIVATE,11,University-Rosedale,145 ST GEORGE ST,12,130,2017-10-11,68,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,3,N/A,S1127,43.669080493,-79.399842813,312861.092,4836353.297
2429223,4153209,2017,2017,1968,PRIVATE,11,University-Rosedale,149 ST GEORGE ST,7,48,2017-10-11,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,N/A,4,3,3,3,4,5,3,3,3,4,3,3,N/A,S1127,43.669299729,-79.400091636,312840.999,4836377.628
2429224,4153220,2017,2017,1955,PRIVATE,11,University-Rosedale,224 ST GEORGE ST,9,91,2017-10-11,62,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,3,3,3,3,3,2,5,3,3,3,3,3,3,N/A,S1127,43.671416122,-79.401975537,312688.81,4836612.569
2429225,4153219,2017,2017,1969,PRIVATE,11,University-Rosedale,250 ST GEORGE ST,11,64,2017-10-11,72,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,4,3,5,N/A,4,4,5,3,3,3,3,3,4,N/A,S1127,43.672709905,-79.40239631,312654.72,4836756.26
2429226,4153349,2017,2017,1982,SOCIAL HOUSING,12,Toronto-St. Paul's,707 ST CLAIR AVE W,7,130,2017-10-11,87,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,4,4,4,4,N/A,5,5,5,4,4,4,N/A,5,4,5,S1234,43.6812230253,-79.4266148086,310701.202,4837699.114
